ID,Date,Variable,value
MX000017004,1955-07-03,prcp,124
MX000017004,1955-07-03,tmax,260
MX000017004,1955-07-03,tmin,160
MX000017004,1955-07-04,prcp,186
MX000017004,1955-07-04,tmax,190
MX000017004,1955-07-04,tmin,140
MX000017004,1955-07-05,prcp,0
MX000017004,1955-07-05,tmax,145
MX000017004,1955-07-05,tmin,120
MX000017004,1955-07-06,prcp,0
MX000017004,1955-07-06,tmax,240
MX000017004,1955-07-06,tmin,160
MX000017004,1955-07-07,prcp,0
MX000017004,1955-07-07,tmax,270
MX000017004,1955-07-07,tmin,130
MX000017004,1955-07-08,prcp,0
MX000017004,1955-07-08,tmax,280
MX000017004,1955-07-08,tmin,180
MX000017004,1955-07-09,prcp,0
MX000017004,1955-07-09,tmax,330
MX000017004,1955-07-09,tmin,180
MX000017004,1955-07-10,prcp,0
MX000017004,1955-07-10,tmax,240
MX000017004,1955-07-10,tmin,150
MX000017004,1955-07-11,prcp,80
MX000017004,1955-07-11,tmax,240
MX000017004,1955-07-11,tmin,160
MX000017004,1955-07-12,prcp,300
MX000017004,1955-07-12,tmax,250
MX000017004,1955-07-12,tmin,160
MX000017004,1955-07-13,prcp,110
MX000017004,1955-07-13,tmax,250
MX000017004,1955-07-13,tmin,160
MX000017004,1955-07-14,prcp,0
MX000017004,1955-07-14,tmax,230
MX000017004,1955-07-14,tmin,150
MX000017004,1955-07-15,prcp,180
MX000017004,1955-07-15,tmax,240
MX000017004,1955-07-15,tmin,130
MX000017004,1955-07-16,prcp,0
MX000017004,1955-07-16,tmax,230
MX000017004,1955-07-16,tmin,115
MX000017004,1955-07-17,prcp,0
MX000017004,1955-07-17,tmax,240
MX000017004,1955-07-17,tmin,140
MX000017004,1955-07-18,prcp,0
MX000017004,1955-07-18,tmax,260
MX000017004,1955-07-18,tmin,150
MX000017004,1955-07-19,prcp,17
MX000017004,1955-07-19,tmax,270
MX000017004,1955-07-19,tmin,180
MX000017004,1955-07-20,prcp,0
MX000017004,1955-07-20,tmax,230
MX000017004,1955-07-20,tmin,160
MX000017004,1955-07-21,prcp,16
MX000017004,1955-07-21,tmax,240
MX000017004,1955-07-21,tmin,160
MX000017004,1955-07-22,prcp,282
MX000017004,1955-07-22,tmax,250
MX000017004,1955-07-22,tmin,140
MX000017004,1955-07-23,prcp,0
MX000017004,1955-07-23,tmax,235
MX000017004,1955-07-23,tmin,150
MX000017004,1955-07-24,prcp,239
MX000017004,1955-07-24,tmax,240
MX000017004,1955-07-24,tmin,115
MX000017004,1955-07-25,prcp,0
MX000017004,1955-07-25,tmax,235
MX000017004,1955-07-25,tmin,120
MX000017004,1955-07-26,prcp,0
MX000017004,1955-07-26,tmax,250
MX000017004,1955-07-26,tmin,130
MX000017004,1955-07-27,prcp,0
MX000017004,1955-07-27,tmax,220
MX000017004,1955-07-27,tmin,70
MX000017004,1955-07-28,prcp,0
MX000017004,1955-07-28,tmax,280
MX000017004,1955-07-28,tmin,140
MX000017004,1955-07-29,prcp,0
MX000017004,1955-07-29,tmax,285
MX000017004,1955-07-29,tmin,165
MX000017004,1955-07-30,prcp,0
MX000017004,1955-07-30,tmax,275
MX000017004,1955-07-30,tmin,180
MX000017004,1955-07-31,prcp,0
MX000017004,1955-07-31,tmax,280
MX000017004,1955-07-31,tmin,170
MX000017004,1955-08-01,prcp,0
MX000017004,1955-08-01,tmax,275
MX000017004,1955-08-01,tmin,170
MX000017004,1955-08-02,prcp,0
MX000017004,1955-08-02,tmax,275
MX000017004,1955-08-02,tmin,160
MX000017004,1955-08-03,prcp,161
MX000017004,1955-08-03,tmax,260
MX000017004,1955-08-03,tmin,160
MX000017004,1955-08-04,prcp,27
MX000017004,1955-08-04,tmax,260
MX000017004,1955-08-04,tmin,135
MX000017004,1955-08-05,prcp,20
MX000017004,1955-08-05,tmax,260
MX000017004,1955-08-05,tmin,130
MX000017004,1955-08-06,prcp,0
MX000017004,1955-08-06,tmax,241
MX000017004,1955-08-06,tmin,109
MX000017004,1955-08-07,prcp,0
MX000017004,1955-08-07,tmax,262
MX000017004,1955-08-07,tmin,130
MX000017004,1955-08-08,prcp,0
MX000017004,1955-08-08,tmax,272
MX000017004,1955-08-08,tmin,140
MX000017004,1955-08-09,prcp,0
MX000017004,1955-08-09,tmax,270
MX000017004,1955-08-09,tmin,131
MX000017004,1955-08-10,prcp,0
MX000017004,1955-08-10,tmax,300
MX000017004,1955-08-10,tmin,164
MX000017004,1955-08-11,prcp,0
MX000017004,1955-08-11,tmax,326
MX000017004,1955-08-11,tmin,186
MX000017004,1955-08-12,prcp,0
MX000017004,1955-08-12,tmax,329
MX000017004,1955-08-12,tmin,184
MX000017004,1955-08-13,prcp,0
MX000017004,1955-08-13,tmax,266
MX000017004,1955-08-13,tmin,168
MX000017004,1955-08-14,prcp,23
MX000017004,1955-08-14,tmax,279
MX000017004,1955-08-14,tmin,142
MX000017004,1955-08-15,prcp,0
MX000017004,1955-08-15,tmax,267
MX000017004,1955-08-15,tmin,158
MX000017004,1955-08-16,prcp,37
MX000017004,1955-08-16,tmax,278
MX000017004,1955-08-16,tmin,146
MX000017004,1955-08-17,prcp,22
MX000017004,1955-08-17,tmax,260
MX000017004,1955-08-17,tmin,128
MX000017004,1955-08-18,prcp,0
MX000017004,1955-08-18,tmax,255
MX000017004,1955-08-18,tmin,142
MX000017004,1955-08-19,prcp,0
MX000017004,1955-08-19,tmax,253
MX000017004,1955-08-19,tmin,139
MX000017004,1955-08-20,prcp,0
MX000017004,1955-08-20,tmax,260
MX000017004,1955-08-20,tmin,126
MX000017004,1955-08-21,prcp,0
MX000017004,1955-08-21,tmax,270
MX000017004,1955-08-21,tmin,130
MX000017004,1955-08-22,prcp,0
MX000017004,1955-08-22,tmax,310
MX000017004,1955-08-22,tmin,173
MX000017004,1955-08-23,prcp,0
MX000017004,1955-08-23,tmax,284
MX000017004,1955-08-23,tmin,170
MX000017004,1955-08-24,prcp,22
MX000017004,1955-08-24,tmax,300
MX000017004,1955-08-24,tmin,173
MX000017004,1955-08-25,prcp,0
MX000017004,1955-08-25,tmax,263
MX000017004,1955-08-25,tmin,164
MX000017004,1955-08-26,prcp,185
MX000017004,1955-08-26,tmax,280
MX000017004,1955-08-26,tmin,160
MX000017004,1955-08-27,prcp,0
MX000017004,1955-08-27,tmax,234
MX000017004,1955-08-27,tmin,154
MX000017004,1955-08-28,prcp,10
MX000017004,1955-08-28,tmax,260
MX000017004,1955-08-28,tmin,143
MX000017004,1955-08-29,prcp,0
MX000017004,1955-08-29,tmax,270
MX000017004,1955-08-29,tmin,152
MX000017004,1955-08-30,prcp,0
MX000017004,1955-08-30,tmax,270
MX000017004,1955-08-30,tmin,143
MX000017004,1955-08-31,prcp,0
MX000017004,1955-08-31,tmax,260
MX000017004,1955-08-31,tmin,140
MX000017004,1955-09-01,prcp,0
MX000017004,1955-09-01,tmax,292
MX000017004,1955-09-01,tmin,144
MX000017004,1955-09-02,prcp,0
MX000017004,1955-09-02,tmax,300
MX000017004,1955-09-02,tmin,260
MX000017004,1955-09-03,prcp,0
MX000017004,1955-09-03,tmax,251
MX000017004,1955-09-03,tmin,104
MX000017004,1955-09-04,prcp,0
MX000017004,1955-09-04,tmax,310
MX000017004,1955-09-04,tmin,170
MX000017004,1955-09-05,prcp,0
MX000017004,1955-09-05,tmax,282
MX000017004,1955-09-05,tmin,180
MX000017004,1955-09-06,prcp,4
MX000017004,1955-09-06,tmax,272
MX000017004,1955-09-06,tmin,160
MX000017004,1955-09-07,prcp,0
MX000017004,1955-09-07,tmax,260
MX000017004,1955-09-07,tmin,168
MX000017004,1955-09-08,prcp,0
MX000017004,1955-09-08,tmax,220
MX000017004,1955-09-08,tmin,160
MX000017004,1955-09-09,prcp,80
MX000017004,1955-09-09,tmax,248
MX000017004,1955-09-09,tmin,150
MX000017004,1955-09-10,prcp,7
MX000017004,1955-09-10,tmax,256
MX000017004,1955-09-10,tmin,156
MX000017004,1955-09-11,prcp,0
MX000017004,1955-09-11,tmax,252
MX000017004,1955-09-11,tmin,148
MX000017004,1955-09-12,prcp,0
MX000017004,1955-09-12,tmax,250
MX000017004,1955-09-12,tmin,133
MX000017004,1955-09-13,prcp,0
MX000017004,1955-09-13,tmax,274
MX000017004,1955-09-13,tmin,130
MX000017004,1955-09-14,prcp,0
MX000017004,1955-09-14,tmax,278
MX000017004,1955-09-14,tmin,152
MX000017004,1955-09-15,prcp,0
MX000017004,1955-09-15,tmax,318
MX000017004,1955-09-15,tmin,168
MX000017004,1955-09-16,prcp,0
MX000017004,1955-09-16,tmax,334
MX000017004,1955-09-16,tmin,189
MX000017004,1955-09-17,prcp,0
MX000017004,1955-09-17,tmax,280
MX000017004,1955-09-17,tmin,160
MX000017004,1955-09-18,prcp,0
MX000017004,1955-09-18,tmax,240
MX000017004,1955-09-18,tmin,140
MX000017004,1955-09-19,prcp,13
MX000017004,1955-09-19,tmax,260
MX000017004,1955-09-19,tmin,167
MX000017004,1955-09-20,prcp,105
MX000017004,1955-09-20,tmax,240
MX000017004,1955-09-20,tmin,170
MX000017004,1955-09-21,prcp,0
MX000017004,1955-09-21,tmax,269
MX000017004,1955-09-21,tmin,142
MX000017004,1955-09-22,prcp,0
MX000017004,1955-09-22,tmax,280
MX000017004,1955-09-22,tmin,142
MX000017004,1955-09-23,prcp,0
MX000017004,1955-09-23,tmax,273
MX000017004,1955-09-23,tmin,130
MX000017004,1955-09-24,prcp,0
MX000017004,1955-09-24,tmax,273
MX000017004,1955-09-24,tmin,120
MX000017004,1955-09-25,prcp,0
MX000017004,1955-09-25,tmax,300
MX000017004,1955-09-25,tmin,133
MX000017004,1955-09-26,prcp,0
MX000017004,1955-09-26,tmax,300
MX000017004,1955-09-26,tmin,158
MX000017004,1955-09-27,prcp,32
MX000017004,1955-09-27,tmax,250
MX000017004,1955-09-27,tmin,140
MX000017004,1955-09-28,prcp,15
MX000017004,1955-09-28,tmax,256
MX000017004,1955-09-28,tmin,180
MX000017004,1955-09-29,prcp,90
MX000017004,1955-09-29,tmax,245
MX000017004,1955-09-29,tmin,165
MX000017004,1955-09-30,prcp,55
MX000017004,1955-09-30,tmax,225
MX000017004,1955-09-30,tmin,165
MX000017004,1955-10-01,prcp,150
MX000017004,1955-10-01,tmax,250
MX000017004,1955-10-01,tmin,110
MX000017004,1955-10-02,prcp,0
MX000017004,1955-10-02,tmax,250
MX000017004,1955-10-02,tmin,120
MX000017004,1955-10-03,prcp,120
MX000017004,1955-10-03,tmax,250
MX000017004,1955-10-03,tmin,105
MX000017004,1955-10-04,prcp,0
MX000017004,1955-10-04,tmax,230
MX000017004,1955-10-04,tmin,115
MX000017004,1955-10-05,prcp,0
MX000017004,1955-10-05,tmax,260
MX000017004,1955-10-05,tmin,110
MX000017004,1955-10-06,prcp,0
MX000017004,1955-10-06,tmax,285
MX000017004,1955-10-06,tmin,115
MX000017004,1955-10-07,prcp,0
MX000017004,1955-10-07,tmax,290
MX000017004,1955-10-07,tmin,180
MX000017004,1955-10-08,prcp,0
MX000017004,1955-10-08,tmax,290
MX000017004,1955-10-08,tmin,160
MX000017004,1955-10-09,prcp,140
MX000017004,1955-10-09,tmax,275
MX000017004,1955-10-09,tmin,170
MX000017004,1955-10-10,prcp,0
MX000017004,1955-10-10,tmax,220
MX000017004,1955-10-10,tmin,150
MX000017004,1955-10-11,prcp,10
MX000017004,1955-10-11,tmax,250
MX000017004,1955-10-11,tmin,170
MX000017004,1955-10-12,prcp,175
MX000017004,1955-10-12,tmax,240
MX000017004,1955-10-12,tmin,150
MX000017004,1955-10-13,prcp,0
MX000017004,1955-10-13,tmax,270
MX000017004,1955-10-13,tmin,155
MX000017004,1955-10-14,prcp,0
MX000017004,1955-10-14,tmax,240
MX000017004,1955-10-14,tmin,160
MX000017004,1955-10-15,prcp,0
MX000017004,1955-10-15,tmax,260
MX000017004,1955-10-15,tmin,100
MX000017004,1955-10-16,prcp,0
MX000017004,1955-10-16,tmax,240
MX000017004,1955-10-16,tmin,120
MX000017004,1955-10-17,prcp,0
MX000017004,1955-10-17,tmax,270
MX000017004,1955-10-17,tmin,130
MX000017004,1955-10-18,prcp,0
MX000017004,1955-10-18,tmax,310
MX000017004,1955-10-18,tmin,160
MX000017004,1955-10-19,prcp,0
MX000017004,1955-10-19,tmax,300
MX000017004,1955-10-19,tmin,150
MX000017004,1955-10-20,prcp,0
MX000017004,1955-10-20,tmax,280
MX000017004,1955-10-20,tmin,160
MX000017004,1955-10-21,prcp,0
MX000017004,1955-10-21,tmax,230
MX000017004,1955-10-21,tmin,150
MX000017004,1955-10-22,prcp,0
MX000017004,1955-10-22,tmax,240
MX000017004,1955-10-22,tmin,150
MX000017004,1955-10-23,prcp,15
MX000017004,1955-10-23,tmax,230
MX000017004,1955-10-23,tmin,160
MX000017004,1955-10-24,prcp,135
MX000017004,1955-10-24,tmax,250
MX000017004,1955-10-24,tmin,130
MX000017004,1955-10-25,prcp,0
MX000017004,1955-10-25,tmax,240
MX000017004,1955-10-25,tmin,100
MX000017004,1955-10-26,prcp,0
MX000017004,1955-10-26,prcp,0
MX000017004,1955-10-26,tmax,265
MX000017004,1955-10-27,tmin,145
MX000017004,1955-10-27,prcp,0
MX000017004,1955-10-27,tmax,270
MX000017004,1955-10-28,tmin,100
MX000017004,1955-10-28,prcp,0
MX000017004,1955-10-28,tmax,300
MX000017004,1955-10-29,tmin,145
MX000017004,1955-10-29,prcp,0
MX000017004,1955-10-29,tmax,300
MX000017004,1955-10-30,tmin,160
MX000017004,1955-10-30,prcp,0
MX000017004,1955-10-30,tmax,280
MX000017004,1955-10-31,tmin,180
MX000017004,1955-10-31,prcp,65
MX000017004,1955-10-31,tmax,240
MX000017004,1955-11-01,tmin,180
MX000017004,1955-11-01,prcp,10
MX000017004,1955-11-01,tmax,240
MX000017004,1955-11-02,tmin,160
MX000017004,1955-11-02,prcp,0
MX000017004,1955-11-02,tmax,250
MX000017004,1955-11-03,tmin,150
MX000017004,1955-11-03,prcp,25
MX000017004,1955-11-03,tmax,230
MX000017004,1955-11-04,tmin,140
MX000017004,1955-11-04,prcp,55
MX000017004,1955-11-04,tmax,270
MX000017004,1955-11-05,tmin,160
MX000017004,1955-11-05,prcp,0
MX000017004,1955-11-05,tmax,250
MX000017004,1955-11-06,tmin,130
MX000017004,1955-11-06,prcp,0
MX000017004,1955-11-06,tmax,250
MX000017004,1955-11-07,tmin,130
MX000017004,1955-11-07,prcp,0
MX000017004,1955-11-07,tmax,300
MX000017004,1955-11-08,tmin,160
MX000017004,1955-11-08,prcp,0
MX000017004,1955-11-08,tmax,290
MX000017004,1955-11-09,tmin,170
MX000017004,1955-11-09,prcp,0
MX000017004,1955-11-09,tmax,300
MX000017004,1955-11-10,tmin,170
MX000017004,1955-11-10,prcp,0
MX000017004,1955-11-10,tmax,310
MX000017004,1955-11-11,tmin,190
MX000017004,1955-11-11,prcp,0
MX000017004,1955-11-11,tmax,240
MX000017004,1955-11-12,tmin,160
MX000017004,1955-11-12,prcp,10
MX000017004,1955-11-12,tmax,260
MX000017004,1955-11-13,tmin,150
MX000017004,1955-11-13,prcp,0
MX000017004,1955-11-13,tmax,270
MX000017004,1955-11-14,tmin,160
MX000017004,1955-11-14,prcp,0
MX000017004,1955-11-14,tmax,220
MX000017004,1955-11-15,tmin,160
MX000017004,1955-11-15,prcp,45
MX000017004,1955-11-15,tmax,270
MX000017004,1955-11-16,tmin,150
MX000017004,1955-11-16,prcp,0
MX000017004,1955-11-16,tmax,260
MX000017004,1955-11-17,tmin,150
MX000017004,1955-11-17,prcp,0
MX000017004,1955-11-17,tmax,220
MX000017004,1955-11-18,tmin,130
MX000017004,1955-11-18,prcp,0
MX000017004,1955-11-18,tmax,240
MX000017004,1955-11-19,tmin,115
MX000017004,1955-11-19,prcp,0
MX000017004,1955-11-19,tmax,230
MX000017004,1955-11-20,tmin,130
MX000017004,1955-11-20,prcp,10
MX000017004,1955-11-20,tmax,260
MX000017004,1955-11-21,tmin,120
MX000017004,1955-11-21,prcp,0
MX000017004,1955-11-21,tmax,290
MX000017004,1955-11-22,tmin,140
MX000017004,1955-11-22,prcp,25
MX000017004,1955-11-22,tmax,295
MX000017004,1955-11-23,tmin,160
MX000017004,1955-11-23,prcp,0
MX000017004,1955-11-23,tmax,280
MX000017004,1955-11-24,tmin,160
MX000017004,1955-11-24,prcp,0
MX000017004,1955-11-24,tmax,240
MX000017004,1955-11-25,tmin,160
MX000017004,1955-11-25,prcp,320
MX000017004,1955-11-25,tmax,265
MX000017004,1955-11-26,tmin,170
MX000017004,1955-11-26,prcp,0
MX000017004,1955-11-26,tmax,260
MX000017004,1955-11-27,tmin,170
MX000017004,1955-11-27,prcp,0
MX000017004,1955-11-27,tmax,230
MX000017004,1955-11-28,tmin,150
MX000017004,1955-11-28,prcp,400
MX000017004,1955-11-28,tmax,230
MX000017004,1955-11-29,tmin,140
MX000017004,1955-11-29,prcp,175
MX000017004,1955-11-29,tmax,230
MX000017004,1955-11-30,tmin,150
MX000017004,1955-11-30,prcp,0
MX000017004,1955-11-30,tmax,250
MX000017004,1955-12-01,tmin,130
MX000017004,1955-12-01,prcp,0
MX000017004,1955-12-01,tmax,250
